Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.0149786674635,02/27/2016 18:16:06,60.0149792739681,1,1,0,3.46705293655395,0,0,0,0,3.23772437695879E-05,0,0,0,0
2,70.0310353617115,02/27/2016 18:16:17,10.0155327805518,2,1,0.999893069267273,3.6348762512207,0.002781313415274,0,0.010091482465186,0,0.000777530658524483,0,0,0,0
3,80.0311026810229,02/27/2016 18:16:27,20.0156004607584,2,1,0.999533176422119,3.64054608345032,0.005558345550888,0,0.020193853400984,0,0.000453615182777867,0,0,0,0
4,90.0463864388066,02/27/2016 18:16:37,30.0308841784427,2,1,0.999533176422119,3.64443373680115,0.008339643758738,0,0.030325015142291,0,0.000291585922241211,0,0,0,0
5,100.061794845816,02/27/2016 18:16:47,40.0462921844576,2,1,0.999713122844696,3.64734959602356,0.011120993626333,0,0.040465734400612,0,0.000226783755351789,0,0,0,0
6,110.061826456543,02/27/2016 18:16:57,50.0463241310173,2,1,0.999893069267273,3.64961743354797,0.013898087278165,0,0.050597719183109,0,0.000226783755351789,0,0,0,0
7,120.07721546543,02/27/2016 18:17:07,60.0617130897804,2,1,0.999893069267273,3.65123748779297,0.016679464045648,0,0.060750860271961,0,0.000129604333778843,0,0,0,0
8,130.092740917803,02/27/2016 18:17:17,70.0772385772397,2,1,0.999533176422119,3.65269541740417,0.019460831129231,0,0.070908162951437,0,0.000129604333778843,0,0,0,0
9,140.108304875698,02/27/2016 18:17:27,80.0928026303715,2,1,0.999713122844696,3.65366721153259,0.022237900481311,0,0.08105324576161,0,6.47544875391759E-05,0,0,0,0
10,150.123886878359,02/27/2016 18:17:37,90.1083846129822,2,1,0.999713122844696,3.65480136871338,0.025023652083231,0,0.091232964813576,0,9.72270936472341E-05,0,0,0,0
11,160.139210058941,02/27/2016 18:17:47,100.123707713366,2,1,0.999893069267273,3.65561127662659,0.027800668595215,0,0.101383419373386,0,9.72270936472341E-05,0,0,0,0
12,170.154775089498,02/27/2016 18:17:57,110.139272518363,2,1,0.999713122844696,3.65642118453979,0.030586342083149,0,0.111567984064394,0,6.48021668894216E-05,0,0,0,0
13,180.17019039863,02/27/2016 18:18:07,120.154688038017,2,1,0.999713122844696,3.65706920623779,0.033367605007054,0,0.121738637387365,0,3.24249267578125E-05,0,0,0,0
14,190.185735935828,02/27/2016 18:18:17,130.170233595265,2,1,0.999893069267273,3.65804100036621,0.036148922003011,0,0.131911762216708,0,3.23772437695879E-05,0,0,0,0
