Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.0086157148145,11/13/2015 09:13:44,60.0086162511471,1,1,0,3.30329179763794,0,0,0,0,6.47544875391759E-05,0,0,0,0
2,70.0100778436778,11/13/2015 09:13:55,10.0011291543604,2,1,0.999833703041077,3.42551565170288,0.002777453946922,0,0.009483812550107,0,0.00106844899710268,0,0,0,0
3,80.0128909119166,11/13/2015 09:14:05,20.0039422075619,2,1,0.999833703041077,3.44040894508362,0.005555428070533,0,0.019021362383207,0,0.000841808330733329,0,0,0,0
4,90.0176518648998,11/13/2015 09:14:15,30.0087031555326,2,1,0.999653100967407,3.45255041122437,0.00833392252729,0,0.028597859668194,0,0.000712299370206893,0,0,0,0
5,100.030225750014,11/13/2015 09:14:25,40.0212770757343,2,1,0.999833703041077,3.46355867385864,0.011114544372017,0,0.038213539294447,0,0.000679922115523368,0,0,0,0
6,110.037950371574,11/13/2015 09:14:35,50.0290016571944,2,1,0.999653100967407,3.47327184677124,0.01389383401743,0,0.047853253504163,0,0.000615167606156319,0,0,0,0
7,120.041715645678,11/13/2015 09:14:45,60.0327669463359,2,1,0.999833703041077,3.48249936103821,0.016671991619328,0,0.057515404170163,0,0.000582790351472795,0,0,0,0
8,130.042662472024,11/13/2015 09:14:55,70.0337138779429,2,1,0.999653100967407,3.49107933044434,0.019449377098801,0,0.067199732765785,0,0.000550413154996932,0,0,0,0
9,140.045391185674,11/13/2015 09:15:05,80.0364424763065,2,1,0.999653100967407,3.49917364120483,0.022227205407475,0,0.076908809699482,0,0.000518035900313407,0,0,0,0
10,150.048203366708,11/13/2015 09:15:15,90.039254647316,2,1,0.999833703041077,3.50694417953491,0.025005108672638,0,0.086640225190288,0,0.000485658645629883,0,0,0,0
11,160.0540208648,11/13/2015 09:15:25,100.045072180495,2,1,0.999833703041077,3.51422882080078,0.027783850035573,0,0.096395591371818,0,0.000420904165366665,0,0,0,0
12,170.056813787986,11/13/2015 09:15:35,110.047865083631,2,1,0.999653100967407,3.52135181427002,0.030561756772136,0,0.106168123578009,0,0.000453281390946358,0,0,0,0
13,180.057274787238,11/13/2015 09:15:45,120.04832585231,2,1,1.00001430511475,3.52815103530884,0.033339014139782,0,0.11595745414972,0,0.00038852691068314,0,0,0,0
14,190.057531584125,11/13/2015 09:15:55,130.048582874758,2,1,1.00001430511475,3.53462648391724,0.036116184332841,0,0.125764669505106,0,0.000420904165366665,0,0,0,0
15,200.060209215856,11/13/2015 09:16:05,140.051260416265,2,1,0.999833703041077,3.54045438766479,0.038894034812826,0,0.135591509725515,0,0.000323772430419922,0,0,0,0
16,210.068886910436,11/13/2015 09:16:15,150.059938201069,2,1,0.999653100967407,3.54612040519714,0.041673572733901,0,0.145440411610263,0,0.000323772430419922,0,0,0,0
17,220.075791384244,11/13/2015 09:16:25,160.066842679889,2,1,0.999833703041077,3.55097699165344,0.044452605666514,0,0.155302275361752,0,0.000259017950156704,0,0,0,0
18,230.086213187262,11/13/2015 09:16:35,170.077264407721,2,1,0.999833703041077,3.55534791946411,0.047232613164128,0,0.165180465773042,0,0.000259017950156704,0,0,0,0
19,240.090186117312,11/13/2015 09:16:45,180.081237397919,2,1,0.999833703041077,3.55858564376831,0.050010801697247,0,0.17506259478763,0,0.00019426345534157,0,0,0,0
20,250.097900638776,11/13/2015 09:16:55,190.088951954472,2,1,0.999833703041077,3.56085205078125,0.052790048917888,0,0.184956293509277,0,9.7131727670785E-05,0,0,0,0
21,260.103673355604,11/13/2015 09:17:05,200.094724676311,2,1,0.999653100967407,3.56263279914856,0.055568811712147,0,0.194853881925229,0,9.7131727670785E-05,0,0,0,0
22,270.107442614609,11/13/2015 09:17:15,210.098493955366,2,1,0.999653100967407,3.56360411643982,0.058346998700215,0,0.204753177802445,0,3.23772437695879E-05,0,0,0,0
23,280.119078714688,11/13/2015 09:17:25,220.110129995296,2,1,0.999833703041077,3.56473731994629,0.061127371144525,0,0.214663226644826,0,3.23772437695879E-05,0,0,0,0
24,290.122844109091,11/13/2015 09:17:35,230.113895399724,2,1,0.999653100967407,3.56554675102234,0.063905586665259,0,0.224567937049945,0,3.23772437695879E-05,0,0,0,0
25,300.128591853872,11/13/2015 09:17:45,240.11964317458,2,1,0.999653100967407,3.56603240966797,0.066684286686323,0,0.234476306503491,0,3.23772437695879E-05,0,0,0,0
26,310.141216119162,11/13/2015 09:17:55,250.132267409795,2,1,0.999653100967407,3.56700372695923,0.069464918950185,0,0.244393299133081,0,9.7131727670785E-05,0,0,0,0
27,320.145003011981,11/13/2015 09:18:05,260.136054302613,2,1,0.999833703041077,3.56732749938965,0.072243059408067,0,0.254303059779547,0,6.47544875391759E-05,0,0,0,0
28,330.147634915094,11/13/2015 09:18:15,270.138686200714,2,1,1.00001430511475,3.56797504425049,0.075020908670746,0,0.264213309940955,0,3.23772437695879E-05,0,0,0,0
